Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lao PDR,LAO,87.8553414079771,87.9356149398344,88.0403413012109,88.1652892561983,88.2985612078905,88.4259039293011,88.425378145886,89.3151921588858,88.4354603637285,88.5064195813042
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Latvia,LVA,80.3456990703132,80.2965095571649,81.9401383257811,81.3749649544777,81.6163774181276,81.8586934141248,81.7124596909518,80.689316925272,81.8853510699485,81.4880943669599
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lebanon,LBN,37.2099827379385,38.0652205561217,38.9315627305472,39.8096771411322,40.6979900287139,41.5957975438347,41.2955465587045,42.2970218114376,41.7360031696687,41.9640539343687
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lesotho,LSO,77.842811640759,78.3494295641706,78.5809282237609,78.8997386879384,79.2509590704606,79.5852540941623,79.5860179736963,80.2955180695816,78.6216345824484,78.8491041586762
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Liberia,LBR,87.1027539164253,87.3891493962438,87.6683798991547,87.9866124323598,88.3401752343606,88.7172929372418,88.7177067944532,89.2257768860154,88.7228678595585,88.9299572670563
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Libya,LBY,55.4653750490902,55.5111598735815,55.6686332350049,55.8532104071656,56.0614272809395,56.289256470124,56.0964830270785,56.7436270692982,56.2734143936904,56.6587376584444
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lithuania,LTU,82.6116404722688,83.5837009161294,83.8867941670831,83.7303735787764,83.3565068189214,84.3471316384933,83.4466324576407,84.4470473112221,84.9157631606195,83.8501652589056
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Luxembourg,LUX,80.0596174298597,83.4248062252526,83.2457231726283,86.3906348208674,87.270111347429,85.325488997555,88.3192118837033,88.5467586458952,89.0940910974992,86.2903707241359
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Macao SAR, China",MAC,86.1586192512254,86.7146674388911,87.4722155271685,86.2151841268993,85.8950838850336,85.7733829750323,85.4737532629047,86.2795687243693,86.3742666064908,86.0795338515786
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Madagascar,MDG,93.7766841939688,93.6675847338542,93.8404122176996,94.0014696738455,94.1470434920563,94.303531469723,94.0868349265296,94.7207423956006,93.9247654613353,94.014116575592
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malawi,MWI,87.6376210601624,87.6649200591159,87.7104491854679,87.777670131344,87.1230398069964,86.5453063442467,85.4570056153169,85.8730567490275,85.4008631088,85.5813828788976
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malaysia,MYS,64.4557539707975,64.8673914992252,65.3665564660329,65.8867312248892,66.0697588031101,66.09102585297,65.9568492276267,66.6038744495074,66.1445090398007,66.1801298001693
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Maldives,MDV,56.9563514513251,57.179230439136,57.4204199119539,56.9030616432734,55.3937632135306,53.3661196616043,53.2610612865148,53.3938136750341,53.4834551799679,54.1420155985597
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mali,MLI,74.3110649761499,76.7495517185169,74.4315696053799,72.1130481376715,68.9050226726466,65.79849127305,62.5401492316055,62.7626329376598,62.2716025305038,62.8550557009801
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malta,MLT,62.2633416163768,63.1509091713489,65.2198107957707,66.8537289192442,69.3909548311692,71.1224648654769,73.5934535775972,74.3384727211731,77.7672116016614,78.1270581778266
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mauritania,MRT,44.9930540445545,45.1834395768344,45.3819331123211,45.5873137446038,45.7926626970962,46.0181177831123,46.0170571165688,46.5855706196524,45.8787507654623,46.1291224147568
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mauritius,MUS,60.1916786690178,62.0609374788506,61.1004452432499,61.3454510874733,62.1585453341427,63.1674631922542,62.5802565270411,62.6408019708402,61.7896027321288,62.7553402591339
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mexico,MEX,54.9263643507135,55.6311086821134,55.9017941454202,55.4455951271214,56.1320754716981,58.0426294565705,57.1739609745342,57.8127444334359,59.1177420396564,60.486216121903
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Moldova,MDA,99.8269247411082,97.5400618498735,96.974089763979,97.1462750241414,97.9349509550852,96.8795211483362,95.0522579923988,94.4982865710002,97.0029170341225,98.360454656963
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mongolia,MNG,82.3754905377354,81.6909735908553,81.4689735998026,82.2657991997312,77.0765895524604,79.1009195141333,77.9782814663654,76.828663712161,78.1903811731565,77.8796197898217
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Montenegro,MNE,77.6596458277435,79.2549657875506,77.0020998223227,76.2783088471162,74.8137687007263,76.501888350331,76.5796318856804,77.3802010001457,76.8766609348132,77.1719788967627
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Morocco,MAR,34.7661613472693,34.5693356192527,33.3982835938507,32.7080993567772,32.0010961749264,31.266923186547,30.3242091747403,29.6872762679344,28.4479758728686,29.0234220510041
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mozambique,MOZ,98.2752160663436,97.5644788609255,97.7940716457502,98.0813362928407,98.4096452188781,98.7595961123927,98.76041998091,99.1864112831238,98.3514688513055,98.4174196787149
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Myanmar,MMR,64.565626460225,64.3392594843742,63.2206044732044,62.1050848782521,63.2120026092629,61.6613843982209,58.8780988473078,58.8769232975322,58.8940687083124,59.4001860997781
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Namibia,NAM,88.274138303453,86.2540168324407,84.2728348966397,86.2563368892483,88.3897102212015,88.3987240829346,88.0398563092277,89.3261070634624,87.1645366153458,87.6890934510439
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nepal,NPL,45.7670682730924,47.4389339890434,49.2862358525009,50.7919280366439,51.9075080403682,52.6129695107277,52.6140488754163,53.431989333133,52.7693051629222,53.1683351872451
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Netherlands,NLD,82.9198757499681,83.8557412583424,84.2490632133576,84.7634287691376,84.9377676851878,85.601018991599,86.3821255481191,87.4363670449793,87.7302900400006,87.5666780161162
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,New Caledonia,NCL,85.3577901834264,85.3374903954134,85.2895077915423,85.2969680188287,85.4015975847538,85.590996184005,85.7921822317583,86.4471807315833,85.825065571901,85.8654253068134
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,New Zealand,NZL,85.2924161498204,85.1935423214334,85.5558643323144,85.6467330250542,86.2528355821302,87.2448438576958,86.4127337547877,87.4593307763523,88.1700164744646,88.0201141189651
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nicaragua,NIC,57.6551624479179,58.3112087275536,58.9033974126466,59.4495435061633,58.7577384407042,58.0038869641844,57.8332034294622,59.0519619019601,59.6508691851996,59.8653459591679
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Niger,NER,73.2382738326906,73.2795242141037,73.284082326284,73.3231005372218,73.3891074952438,73.4752779749231,73.4746521765092,73.7274220032841,73.695824978941,73.817625647653
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nigeria,NGA,87.2905707780482,85.662556578742,84.0537437552363,82.4621743757423,80.8908310334253,79.3359958537849,79.3366679492112,79.1470934769636,78.9923882161686,79.2009953419212
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,North Macedonia,MKD,64.5288632915494,64.2805324015812,62.3864938728731,62.997230243385,62.9248976686243,67.5657685732871,66.9006975036711,65.4848355403674,65.825827700857,67.937666310808
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Norway,NOR,90.0836390315481,89.6666617954376,89.7937536829699,90.241605119158,89.8689605990373,89.9956935596442,90.0212219033955,87.7630531225117,89.2770023527374,89.9453949763378
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Oman,OMN,33.4836150635334,34.0408247328314,34.6088203167668,34.6796499501224,34.6656869948567,34.700162440213,34.658538015124,35.1966344365935,35.5378585913824,36.2212825615051
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Pakistan,PAK,29.518909184461,30.3779345994501,29.2913365961956,28.2339636866244,27.2058823529412,29.4547420839516,29.7077066017126,30.4084738841523,30.1232037924053,30.1888655721516
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Panama,PAN,62.7834066144141,64.5200392015268,64.815029273628,65.78937082253,66.8968881585704,69.7086332319772,67.5801892589406,67.6779337933256,64.5760743321719,65.9042107468315
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Papua New Guinea,PNG,96.9223162968914,96.8267740935854,96.7639081554483,96.7400315012849,96.7780651836523,96.7161764095756,96.7181871492,97.5565936040244,96.5467983355071,96.5218295218295
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Paraguay,PRY,66.7116266522795,67.6605929014668,67.6358236836748,67.9617339312407,70.4255899119428,71.235030559529,68.6323759163562,71.1827112918956,71.6924946824673,72.2232336841083
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Peru,PER,81.5837136002258,80.26381284221,81.4197345504775,81.8770188385637,82.5177053824363,82.5645495665285,76.5713847608582,81.8832258634396,83.6156121236634,82.8726641684062
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Philippines,PHL,65.0181885770426,65.3795890872348,64.0171099621555,61.2651835676266,62.6245617909294,64.1524041253076,63.6197686771505,64.0535901315024,64.121346140557,64.59328179517
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Poland,POL,75.3928626129576,75.3750940614586,75.0038199431593,74.727728411939,75.0670322973796,74.5301824489858,74.0059581712062,75.7734211359081,77.1959383226777,77.0872567482737
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Portugal,PRT,83.4548217996836,83.8657324323902,83.4904188252918,83.8035592484653,84.5969908234088,85.1019869195756,85.0141166767122,86.2916412837859,86.6878021716731,86.868607519364
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Puerto Rico,PRI,65.5863600252592,64.9368350387534,64.1622232994022,63.0382799156033,61.9026052025284,60.9798148076402,60.9058472576966,61.0102666198228,60.5319068214584,60.9741694605303
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Qatar,QAT,57.2857486633814,58.8644543019752,59.5868045380332,60.2760944875297,61.025222908631,61.6297872784368,62.2019474844992,63.8437503265652,66.2206662996167,66.4067435045098
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Romania,ROU,71.9336466340917,70.1402867672107,69.8261524461041,71.0144031649873,70.26391429318,69.7063180561707,69.2911944601211,66.3749959639663,68.2261805063454,68.6122402707824
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Russian Federation,RUS,78.3910984981525,77.9166316025695,77.8470136220747,77.7344133874296,78.1000745565293,78.2322125103209,78.5414367807856,78.4702308281991,79.0799390235215,78.8593277043174
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Rwanda,RWA,80.866420642331,81.1611867530769,81.6011823013077,81.9133325347388,80.5483650212741,78.9480897199677,81.7994049166595,81.7000482437711,82.7008303964425,82.9035123375939
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Samoa,WSM,61.667661097852,61.640662362506,61.6193006951013,61.6193006951013,61.6212005452938,61.6194963834449,61.6203689679198,62.1917350856692,61.5712264502197,61.5014408365765
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sao Tome and Principe,STP,52.1132660327567,52.2288895416334,52.4352607805179,52.7118357691983,53.0550762354672,53.4424178667387,53.3990331511526,54.0332503505308,53.4410022584906,53.6019536019536
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Saudi Arabia,SAU,26.2623607460258,27.7286430903564,29.0539188716051,25.5144659836742,28.0129713232021,30.5527225690903,36.8971803901001,43.4751434034417,42.9912038137661,43.1837235200641
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Senegal,SEN,58.1178270849273,59.4723971070295,62.6641590715468,62.3870054027591,59.4910558429288,58.0815325528666,58.081398065511,59.1188238578208,58.570429648046,58.8339305553382
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Serbia,SRB,71.5170786074871,71.2919526607739,72.7313574145097,73.4813753581662,73.1783652863187,73.8337894372621,73.6286552024725,74.5436893203883,75.4862266456619,75.0497296182239
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sierra Leone,SLE,97.7277855890573,96.09218262068,94.4329499228503,92.7512733296911,91.0501700680272,91.7949814656401,91.7953146928641,91.986301369863,91.40644427866,91.476213307762
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Singapore,SGP,77.3943295369418,78.6101994445847,79.1483467608712,78.4739619762192,79.075500770416,80.2824691612107,80.6217964442952,82.6602254428341,81.3023410430491,80.8930071398572
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Slovak Republic,SVK,76.3236029044301,76.5302666647034,77.1835038832528,77.7974608798347,77.1451743714518,77.3785043272431,77.9230134313799,83.040344952358,83.5059061560891,83.5569872042277
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Slovenia,SVN,82.4915931229377,82.503456715564,84.7894856993771,85.1691157841398,84.0296453811996,84.5617434952505,85.2707338184849,85.9846376488923,85.2200713915054,85.2306182531894
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Solomon Islands,SLB,96.0439201790377,96.0848040072223,96.0706994108382,96.0553212863134,96.0430057263059,96.0411875269972,96.023845147913,96.6434706584279,95.8019037878172,95.9388155071842
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Somalia,SOM,43.2144636333444,43.559254855331,43.8761184334598,44.1431966851061,44.3968337730871,44.6806256092909,44.6807600136939,44.9943251172452,44.6474365767331,44.7466948704389
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Africa,ZAF,78.1092722023255,78.3991143775273,78.0516109329669,79.3039126478617,79.2081787805401,79.763966587478,79.4543793238481,79.4742066668801,80.0815183180159,81.499229847681
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Sudan,SSD,96.7960814786035,97.2824270113662,97.6325162371674,97.9956018097012,98.395391316566,98.8256192637916,98.8271464358916,99.4221458691238,98.8368486352357,98.9364695290079
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Spain,ESP,81.1188379874485,81.3641918965331,81.9439899013512,81.8060672571921,81.7267274358853,82.5021360083542,82.5784760611645,84.0940348632656,83.8981834420504,83.7486871001623
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sri Lanka,LKA,46.3212752912324,47.9231019346448,47.6740260617109,49.0536341804269,45.9076062887511,47.1677770712963,44.5130075029802,45.3520302198185,44.1455587234687,44.6385843859551
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Lucia,LCA,84.2838784891962,84.5199069423148,84.7533632286996,84.9865104954925,84.5240427949994,87.7021517859553,86.9472322959714,87.0524017467249,82.7500685298072,85.0958010599266
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Vincent and the Grenadines,VCT,71.2647948622685,71.4099927012143,71.8306490192952,72.113504237119,72.5481838645657,72.6381283557829,72.3838770535825,73.3168445361501,72.7217068398706,73.1224351567791
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sudan,SDN,40.9803330029163,41.2041975379825,41.4108255845902,41.6660618640501,41.890435694315,42.014182741413,41.9390874882408,42.1796165489405,41.5949620558063,41.0884594407347
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Suriname,SUR,65.7977169362369,66.5648306226975,67.3304340055405,67.5409054331952,68.5208143512226,68.633076325384,68.3418678757709,69.2454602379461,69.3959037955656,69.6925740489448
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sweden,SWE,89.162265258216,89.9065035869693,89.8536085492607,89.9991266884024,90.2930535981519,90.2122607361075,89.2951223042408,89.6524384090876,89.4565948134056,89.9038188730636
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Switzerland,CHE,83.4906932829781,83.9131254883997,84.3484447785639,84.0751584828623,84.7385013337645,85.5121467660678,85.1742839233641,85.6222910216718,85.4737807929711,85.6519916142558
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Syrian Arab Republic,SYR,21.0969590829486,21.3676571011132,21.5755596423362,21.7385109784863,21.8616567036721,21.9740087269968,21.814611284387,22.1510778374296,21.9741796664874,22.2286864366804
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tajikistan,TJK,58.5192641055751,60.111163447951,61.7482903784978,61.5728912538179,61.3876933814121,61.2177042382992,61.2176385789609,62.7701552328493,61.5181143092266,61.6705454403223
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tanzania,TZA,90.9318955732123,90.6778212156787,90.4647408374266,90.2590530529609,90.0697005074382,89.9011373273388,89.5681039658156,90.1506359394614,89.6887840866642,89.822890345719
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Thailand,THA,78.1933483294572,78.4035209279647,78.2776650538474,77.9600729764139,77.9434051003344,78.1591842140114,78.4705102717031,78.7415282392027,78.7961425974231,78.2999272342396
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Timor-Leste,TLS,84.622367715225,84.5781275799439,84.5201707283492,84.7879819839613,84.9292336387076,84.2832684395107,84.2838224018959,84.9854370981132,84.4588292615021,84.6713709397918
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Togo,TGO,90.7463418621761,91.2080878370616,91.7012721639971,92.2780178479776,92.9389440042613,93.6852152653348,93.6854384689513,94.2835455848866,93.8231698125848,94.0003348961822
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tonga,TON,63.9293216727999,64.1065572543089,64.2865743527995,64.4702001785417,64.6592637663523,64.6602827177383,64.6606737436338,65.3995693728023,64.5476179649251,64.7426014933043
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Trinidad and Tobago,TTO,71.4867985421362,69.8896975851952,71.8945467677862,72.0830036050295,72.2963117316107,72.5320071950058,73.2434550870042,74.1078280890253,71.5599209213293,71.9186028282068
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tunisia,TUN,37.1749672628898,37.8446224389111,38.8326723434037,38.8017556693489,38.8543621013133,38.8232881127487,38.6457232964375,39.3598257695434,38.3738203425376,38.8981442582103
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turkiye,TUR,42.4484448951995,43.8874945668176,45.0456477803331,46.2930676629307,46.9903636413839,47.6791014617968,45.2469190270302,46.7127682326941,49.1577721987686,49.3873216805689
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turkmenistan,TKM,104.722057452758,104.899104807672,105.06709905912,105.251776997516,105.433848797251,105.623182160939,105.260599633238,106.522469268489,105.511099638616,105.664982444121
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uganda,UGA,89.4222737193824,90.1936915002976,90.971184921648,91.7549384483252,92.3308765103981,92.9801360994022,92.9794306218099,93.6783441697975,93.2186542231549,93.3786453368699
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ukraine,UKR,80.4156421035932,79.5053003533569,78.6098605468321,77.727166367678,76.8569655600372,75.998580619282,75.8904930021435,75.9829562618249,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United Arab Emirates,ARE,52.7221259134098,54.1100762807394,55.4306911788773,57.5130775937227,57.2608813192755,61.8064094890908,67.7335169411529,57.3650065744433,58.1030684077597,59.4600981834979
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United Kingdom,GBR,83.1073989854819,83.4434767385881,83.7924099335432,84.6736502820306,84.9133074840881,85.7566199662583,87.256945478367,88.2014149232072,87.5327491191616,87.4941803709544
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United States,USA,82.1784638774377,81.9221767115272,81.9333557135142,82.4432166973603,82.5388245262896,82.972330401552,82.9906430657369,82.9139507480274,83.2545065143673,83.8591440612572
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uruguay,URY,75.1547875219475,75.6758209276079,76.489266426032,76.8825827678388,77.5821921605588,78.2349831677935,79.1759416873991,79.6336497396388,77.9494716215271,76.9933955630317
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uzbekistan,UZB,56.1796681289338,55.6672387022963,55.2780575441653,55.0044178617549,54.6865444464075,54.3790956304212,54.6722242224499,54.7582549612628,54.8281258579979,54.8103194980297
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Vanuatu,VUT,77.2424083969952,77.3676028339875,77.2629324084818,77.0793172562587,77.0600852889354,77.0210211744272,77.0210681038706,77.7313579100744,77.0046253233267,77.0985471107605
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Venezuela, RB",VEN,63.9388205613371,63.8655795854621,63.7982987120344,61.6393355411031,61.173241017458,60.269991696968,60.1566278217189,60.4310291286256,54.0231691116603,55.4962435745354
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Viet Nam,VNM,89.0056202475848,88.1767646665288,88.3363205578335,88.1319982242391,86.9326031182159,86.9794750345372,85.9743515083997,87.66104481638,88.052341633172,88.0278159826214
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Virgin Islands (U.S.),VIR,71.6703147407352,70.628505681001,70.036439054601,69.2021975228438,68.799987904628,68.0440117153487,68.0438448566611,67.3412936240837,68.0840140728102,68.127935247127
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,West Bank and Gaza,PSE,24.194938150804,25.4167844023735,24.5409838375583,24.7707323923882,25.1665834344011,25.8346593069265,24.7547317897787,24.99286203746,26.268581997191,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Yemen, Rep.",YEM,8.93134792488937,8.91890960471448,8.78073770491803,8.67893203225588,8.62466546599114,8.57974797931623,8.57301630068705,8.41110374487905,8.32392963823432,8.44450329372041
